
================================ SCRIPT 4 ================================


Elapsed time (GRF fit):
Time difference of 3.347275 secs
======== Start:  sc64_64_64_sh1_SSNN_u_do0_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.082144, validation loss: 2.129073 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.786037, validation loss: 1.931969 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.770662, validation loss: 1.933946 , lr= 6.4e-06
Epoch: 400 out of 1000 , average train loss: 1.769841, validation loss: 1.934046 , lr= 1.024e-06
Epoch: 500 out of 1000 , average train loss: 1.769587, validation loss: 1.934091 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.769451, validation loss: 1.934115 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.769316, validation loss: 1.934143 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.769181, validation loss: 1.934167 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.769046, validation loss: 1.934197 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.76891, validation loss: 1.934223 , lr= 4.096e-07
==== End:  sc64_64_64_64_64_64_sh5_3_3_SSNN_u_do0_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.101199, validation loss: 2.12966 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.870067, validation loss: 1.934688 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.854375, validation loss: 1.915671 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.840754, validation loss: 1.90971 , lr= 1e-04
Epoch: 400 out of 1000 , average train loss: 1.84375, validation loss: 1.908826 , lr= 6.4e-06
Epoch: 500 out of 1000 , average train loss: 1.838148, validation loss: 1.908634 , lr= 6.4e-06
Epoch: 600 out of 1000 , average train loss: 1.831129, validation loss: 1.908303 , lr= 6.4e-06
Epoch: 700 out of 1000 , average train loss: 1.833165, validation loss: 1.908193 , lr= 1.024e-06
Epoch: 800 out of 1000 , average train loss: 1.842802, validation loss: 1.908184 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.832748, validation loss: 1.908173 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.840454, validation loss: 1.908162 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.545668, validation loss: 2.429154 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.883466, validation loss: 1.926192 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.850774, validation loss: 1.909193 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.845094, validation loss: 1.906136 , lr= 4e-05
Epoch: 400 out of 1000 , average train loss: 1.838052, validation loss: 1.905799 , lr= 1.024e-06
Epoch: 500 out of 1000 , average train loss: 1.832642, validation loss: 1.905798 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.8455, validation loss: 1.90578 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.855326, validation loss: 1.905754 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.834976, validation loss: 1.90574 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.844673, validation loss: 1.905718 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.84605, validation loss: 1.905702 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.418798, validation loss: 2.423115 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.87874, validation loss: 1.95118 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.860093, validation loss: 1.929502 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.846903, validation loss: 1.923859 , lr= 1e-04
Epoch: 400 out of 1000 , average train loss: 1.845076, validation loss: 1.92315 , lr= 1.6e-05
Epoch: 500 out of 1000 , average train loss: 1.841476, validation loss: 1.923211 , lr= 1.024e-06
Epoch: 600 out of 1000 , average train loss: 1.849386, validation loss: 1.923201 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.84158, validation loss: 1.923189 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.832437, validation loss: 1.923178 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.843802, validation loss: 1.923162 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.841083, validation loss: 1.923148 , lr= 4.096e-07
==== End:  sc64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.261689, validation loss: 2.286693 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.869773, validation loss: 1.927354 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.840944, validation loss: 1.913367 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.842793, validation loss: 1.910249 , lr= 1.6e-05
Epoch: 400 out of 1000 , average train loss: 1.839353, validation loss: 1.909699 , lr= 2.56e-06
Epoch: 500 out of 1000 , average train loss: 1.841523, validation loss: 1.909641 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.838733, validation loss: 1.909632 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.830292, validation loss: 1.909614 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.827415, validation loss: 1.909605 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.830176, validation loss: 1.909593 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.839062, validation loss: 1.909589 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.311528, validation loss: 2.270711 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.88633, validation loss: 1.937595 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.856561, validation loss: 1.927756 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.839221, validation loss: 1.926139 , lr= 1.6e-05
Epoch: 400 out of 1000 , average train loss: 1.845354, validation loss: 1.926276 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.849567, validation loss: 1.926278 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.844344, validation loss: 1.926278 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.853874, validation loss: 1.926278 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.853968, validation loss: 1.926291 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.848858, validation loss: 1.926281 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.838726, validation loss: 1.926279 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.206615, validation loss: 2.15354 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.891881, validation loss: 1.933722 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.858962, validation loss: 1.92518 , lr= 4e-05
Epoch: 300 out of 1000 , average train loss: 1.857859, validation loss: 1.923433 , lr= 4e-05
Epoch: 400 out of 1000 , average train loss: 1.841152, validation loss: 1.923258 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.838619, validation loss: 1.92325 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.846518, validation loss: 1.923242 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.839854, validation loss: 1.923228 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.856045, validation loss: 1.923215 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.842971, validation loss: 1.923227 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.846624, validation loss: 1.92322 , lr= 4.096e-07
==== End:  sc64_64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.117728, validation loss: 2.135448 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.870087, validation loss: 1.936917 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.855008, validation loss: 1.9332 , lr= 1.6e-05
Epoch: 300 out of 1000 , average train loss: 1.860716, validation loss: 1.933356 , lr= 4.096e-07
Epoch: 400 out of 1000 , average train loss: 1.859117, validation loss: 1.933346 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.856716, validation loss: 1.933342 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.860073, validation loss: 1.933333 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.858921, validation loss: 1.933325 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.852567, validation loss: 1.933319 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.854491, validation loss: 1.933308 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.847801, validation loss: 1.933298 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.200173, validation loss: 2.197233 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.859531, validation loss: 1.894085 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.85481, validation loss: 1.890256 , lr= 4e-05
Epoch: 300 out of 1000 , average train loss: 1.843566, validation loss: 1.88992 , lr= 6.4e-06
Epoch: 400 out of 1000 , average train loss: 1.833084, validation loss: 1.88982 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.84243, validation loss: 1.889788 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.837303, validation loss: 1.889778 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.82753, validation loss: 1.889779 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.837584, validation loss: 1.889783 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.851013, validation loss: 1.889772 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.848931, validation loss: 1.889765 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.153775, validation loss: 2.148899 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.891276, validation loss: 1.946257 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.861559, validation loss: 1.937574 , lr= 4e-05
Epoch: 300 out of 1000 , average train loss: 1.865036, validation loss: 1.937701 , lr= 2.56e-06
Epoch: 400 out of 1000 , average train loss: 1.859749, validation loss: 1.937615 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.863998, validation loss: 1.937579 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.855741, validation loss: 1.937548 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.86287, validation loss: 1.937504 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.861897, validation loss: 1.937473 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.861699, validation loss: 1.937456 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.861624, validation loss: 1.937429 , lr= 4.096e-07
==== End:  sc64_64_64_64_64_64_sh1_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.214016, validation loss: 2.377816 , lr= 1e-04
NaN validation loss at epoch: 65 
NaN validation loss at epoch: 66 
NaN validation loss at epoch: 67 
NaN validation loss at epoch: 68 
NaN validation loss at epoch: 69 
NaN validation loss at epoch: 70 
NaN validation loss at epoch: 71 
NaN validation loss at epoch: 72 
NaN validation loss at epoch: 73 
NaN validation loss at epoch: 74 
NaN validation loss at epoch: 75 
NaN validation loss at epoch: 76 
NaN validation loss at epoch: 77 
NaN validation loss at epoch: 78 
NaN validation loss at epoch: 79 
NaN validation loss at epoch: 80 
NaN validation loss at epoch: 81 
NaN validation loss at epoch: 82 
NaN validation loss at epoch: 83 
NaN validation loss at epoch: 84 
Early stopping at epoch: 84 , average train loss: NaN , validation loss: NaN , lr= 2.56e-06 
Epoch: 1 out of 1000 , average train loss: 2.371931, validation loss: 2.311298 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.878225, validation loss: 1.940153 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.845963, validation loss: 1.907581 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.83078, validation loss: 1.894475 , lr= 1e-04
Epoch: 400 out of 1000 , average train loss: 1.822137, validation loss: 1.888627 , lr= 1e-04
Epoch: 500 out of 1000 , average train loss: 1.80561, validation loss: 1.885878 , lr= 1e-04
Epoch: 600 out of 1000 , average train loss: 1.790629, validation loss: 1.884221 , lr= 1.6e-05
Epoch: 700 out of 1000 , average train loss: 1.796432, validation loss: 1.884319 , lr= 1.024e-06
Epoch: 800 out of 1000 , average train loss: 1.807939, validation loss: 1.884285 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.80166, validation loss: 1.884271 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.797188, validation loss: 1.884257 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.203894, validation loss: 2.260191 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.870824, validation loss: 1.938993 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.843137, validation loss: 1.913819 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.834943, validation loss: 1.90467 , lr= 1e-04
Epoch: 400 out of 1000 , average train loss: 1.825265, validation loss: 1.898771 , lr= 1e-04
Epoch: 500 out of 1000 , average train loss: 1.809195, validation loss: 1.897269 , lr= 1.6e-05
Epoch: 600 out of 1000 , average train loss: 1.808798, validation loss: 1.897212 , lr= 1.024e-06
Epoch: 700 out of 1000 , average train loss: 1.816302, validation loss: 1.897183 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.805198, validation loss: 1.897165 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.802713, validation loss: 1.897148 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.813528, validation loss: 1.897127 , lr= 4.096e-07
==== End:  sc64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.754014, validation loss: 2.536636 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.868995, validation loss: 1.906836 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.822103, validation loss: 1.891713 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.82477, validation loss: 1.890517 , lr= 1.024e-06
Epoch: 400 out of 1000 , average train loss: 1.81895, validation loss: 1.890504 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.822479, validation loss: 1.890494 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.81614, validation loss: 1.890495 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.81387, validation loss: 1.890501 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.825132, validation loss: 1.890493 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.823327, validation loss: 1.890475 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.815801, validation loss: 1.890469 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.285675, validation loss: 2.368253 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.864525, validation loss: 1.932525 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.829984, validation loss: 1.917158 , lr= 1e-04
Epoch: 300 out of 1000 , average train loss: 1.826128, validation loss: 1.915008 , lr= 6.4e-06
Epoch: 400 out of 1000 , average train loss: 1.814656, validation loss: 1.915084 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.816879, validation loss: 1.915089 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.831745, validation loss: 1.915075 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.816955, validation loss: 1.915068 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.816489, validation loss: 1.915049 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.808949, validation loss: 1.915045 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.816899, validation loss: 1.915061 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.515994, validation loss: 2.406358 , lr= 1e-04
NaN validation loss at epoch: 37 
NaN validation loss at epoch: 38 
NaN validation loss at epoch: 39 
NaN validation loss at epoch: 40 
NaN validation loss at epoch: 41 
NaN validation loss at epoch: 42 
NaN validation loss at epoch: 43 
NaN validation loss at epoch: 44 
NaN validation loss at epoch: 45 
NaN validation loss at epoch: 46 
NaN validation loss at epoch: 47 
NaN validation loss at epoch: 48 
NaN validation loss at epoch: 49 
NaN validation loss at epoch: 50 
NaN validation loss at epoch: 51 
NaN validation loss at epoch: 52 
NaN validation loss at epoch: 53 
NaN validation loss at epoch: 54 
NaN validation loss at epoch: 55 
NaN validation loss at epoch: 56 
Early stopping at epoch: 56 , average train loss: NaN , validation loss: NaN , lr= 2.56e-06 
==== End:  sc64_64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ====
======== Start:  sc64_64_64_64_64_64_sh5_3_SSNN_u_do1_L20_shp0_lrd4or5  ========
Epoch: 1 out of 1000 , average train loss: 2.283607, validation loss: 2.2509 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.832056, validation loss: 1.901763 , lr= 1.6e-05
Epoch: 200 out of 1000 , average train loss: 1.829773, validation loss: 1.900269 , lr= 2.56e-06
Epoch: 300 out of 1000 , average train loss: 1.835995, validation loss: 1.900123 , lr= 1.024e-06
Epoch: 400 out of 1000 , average train loss: 1.834049, validation loss: 1.899955 , lr= 4.096e-07
Epoch: 500 out of 1000 , average train loss: 1.827435, validation loss: 1.899871 , lr= 4.096e-07
Epoch: 600 out of 1000 , average train loss: 1.841505, validation loss: 1.899768 , lr= 4.096e-07
Epoch: 700 out of 1000 , average train loss: 1.835545, validation loss: 1.899692 , lr= 4.096e-07
Epoch: 800 out of 1000 , average train loss: 1.829426, validation loss: 1.899629 , lr= 4.096e-07
Epoch: 900 out of 1000 , average train loss: 1.831202, validation loss: 1.89959 , lr= 4.096e-07
Epoch: 1000 out of 1000 , average train loss: 1.82063, validation loss: 1.899497 , lr= 4.096e-07
Epoch: 1 out of 1000 , average train loss: 2.447495, validation loss: 2.361722 , lr= 1e-04
Epoch: 100 out of 1000 , average train loss: 1.861215, validation loss: 1.906369 , lr= 1e-04
Epoch: 200 out of 1000 , average train loss: 1.823919, validation loss: 1.898024 , lr= 1e-04
